,wsid,wsnm,elvt,lat,lon,inme,city,prov,mdct,date,yr,mo,da,hr,prcp,stp,smax,smin,gbrd,temp,dewp,tmax,dmax,tmin,dmin,hmdy,hmax,hmin,wdsp,wdct,gust
239,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-15 23:00:00,2007-11-15,2007,11,15,23,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-16 00:00:00,2007-11-16,2007,11,16,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-16 01:00:00,2007-11-16,2007,11,16,1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-16 02:00:00,2007-11-16,2007,11,16,2,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-16 03:00:00,2007-11-16,2007,11,16,3,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-16 04:00:00,2007-11-16,2007,11,16,4,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-16 05:00:00,2007-11-16,2007,11,16,5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-16 06:00:00,2007-11-16,2007,11,16,6,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-16 07:00:00,2007-11-16,2007,11,16,7,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-16 08:00:00,2007-11-16,2007,11,16,8,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-16 09:00:00,2007-11-16,2007,11,16,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-16 10:00:00,2007-11-16,2007,11,16,10,,986.8,986.8,986.5,898.154,26.6,16.9,26.6,18.0,23.9,16.9,55.0,69.0,55.0,2.0,129.0,5.9
251,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-16 11:00:00,2007-11-16,2007,11,16,11,,987.2,987.2,986.8,1854.025,27.9,17.4,27.9,17.4,26.4,16.6,53.0,56.0,52.0,3.3,147.0,7.7
252,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-16 12:00:00,2007-11-16,2007,11,16,12,,987.1,987.3,987.0,2667.262,30.0,17.1,30.0,17.4,27.9,16.2,46.0,53.0,45.0,3.3,111.0,9.6
253,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-16 13:00:00,2007-11-16,2007,11,16,13,,986.4,987.1,986.4,3307.759,31.2,15.7,31.6,16.8,29.3,15.4,39.0,46.0,38.0,4.1,106.0,8.8
254,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-16 14:00:00,2007-11-16,2007,11,16,14,,985.8,986.4,985.7,3639.777,32.7,15.9,33.0,16.6,31.1,15.1,36.0,40.0,35.0,4.4,122.0,10.0
255,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-16 15:00:00,2007-11-16,2007,11,16,15,,984.6,985.8,984.5,3662.426,34.0,14.6,34.3,16.1,32.3,14.0,31.0,37.0,30.0,4.6,127.0,10.0
256,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-16 16:00:00,2007-11-16,2007,11,16,16,,983.2,984.6,983.2,3473.383,35.3,13.8,35.4,15.1,33.8,13.0,28.0,31.0,28.0,4.0,141.0,11.8
257,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-16 17:00:00,2007-11-16,2007,11,16,17,,982.4,983.2,982.4,3063.8720000000003,35.8,12.9,36.0,14.6,35.0,12.3,25.0,29.0,25.0,4.5,140.0,11.7
258,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-16 18:00:00,2007-11-16,2007,11,16,18,,981.7,982.4,981.7,2450.717,35.8,14.2,36.6,14.2,35.4,12.1,28.0,28.0,24.0,3.0,104.0,8.9
259,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-16 19:00:00,2007-11-16,2007,11,16,19,,981.4,981.7,981.4,933.505,34.2,12.5,35.8,14.5,34.0,12.5,27.0,30.0,25.0,3.5,101.0,6.6
260,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-16 20:00:00,2007-11-16,2007,11,16,20,,981.8,981.8,981.4,572.719,34.7,11.0,35.3,13.2,34.2,10.7,24.0,28.0,23.0,3.6,140.0,8.5
261,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-16 21:00:00,2007-11-16,2007,11,16,21,,982.2,982.2,981.8,38.957,31.7,12.0,34.7,12.1,31.7,10.6,30.0,30.0,24.0,2.2,102.0,6.7
262,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-16 22:00:00,2007-11-16,2007,11,16,22,,982.8,982.9,982.2,0.0,30.2,11.8,31.7,12.4,30.1,11.7,32.0,34.0,30.0,2.1,105.0,4.5
263,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-16 23:00:00,2007-11-16,2007,11,16,23,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-17 00:00:00,2007-11-17,2007,11,17,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-17 01:00:00,2007-11-17,2007,11,17,1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-17 02:00:00,2007-11-17,2007,11,17,2,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-17 03:00:00,2007-11-17,2007,11,17,3,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-17 04:00:00,2007-11-17,2007,11,17,4,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-17 05:00:00,2007-11-17,2007,11,17,5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-17 06:00:00,2007-11-17,2007,11,17,6,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-17 07:00:00,2007-11-17,2007,11,17,7,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-17 08:00:00,2007-11-17,2007,11,17,8,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-17 09:00:00,2007-11-17,2007,11,17,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-17 10:00:00,2007-11-17,2007,11,17,10,,986.9,986.9,986.4,850.9889999999999,26.4,16.9,26.9,17.3,25.5,16.8,56.0,59.0,55.0,4.5,139.0,0.0
275,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-17 11:00:00,2007-11-17,2007,11,17,11,,987.1,987.1,986.8,1897.315,28.3,16.3,28.4,17.2,26.2,16.1,48.0,57.0,48.0,6.1,120.0,11.3
276,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-17 12:00:00,2007-11-17,2007,11,17,12,,987.0,987.3,987.0,2091.994,29.0,16.3,29.0,16.5,28.0,15.2,46.0,49.0,45.0,3.3,144.0,11.9
277,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-17 13:00:00,2007-11-17,2007,11,17,13,,986.5,987.1,986.4,2379.355,30.6,15.8,31.2,16.3,29.1,14.9,41.0,46.0,39.0,3.6,135.0,10.2
278,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-17 14:00:00,2007-11-17,2007,11,17,14,,985.9,986.5,985.9,3547.2659999999996,31.7,14.8,32.3,16.1,30.4,14.6,36.0,41.0,36.0,3.8,164.0,10.9
279,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-17 15:00:00,2007-11-17,2007,11,17,15,,984.8,986.0,984.8,3058.388,32.1,15.1,32.9,16.1,31.1,14.4,36.0,39.0,34.0,4.2,154.0,9.9
280,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-17 16:00:00,2007-11-17,2007,11,17,16,,983.6,984.8,983.6,3273.232,33.5,14.8,33.8,15.4,31.9,13.8,33.0,36.0,32.0,4.4,145.0,11.3
281,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-17 17:00:00,2007-11-17,2007,11,17,17,,982.6,983.6,982.6,2603.874,34.2,14.4,34.6,15.3,32.3,13.7,30.0,34.0,30.0,4.5,122.0,12.6
282,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-17 18:00:00,2007-11-17,2007,11,17,18,,982.1,982.7,982.0,2231.57,33.9,13.4,35.3,15.0,33.3,13.0,29.0,32.0,28.0,3.2,127.0,9.8
283,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-17 19:00:00,2007-11-17,2007,11,17,19,,982.0,982.1,981.9,1328.964,34.4,12.9,34.5,14.0,32.7,12.6,27.0,31.0,27.0,3.0,141.0,8.5
284,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-17 20:00:00,2007-11-17,2007,11,17,20,,982.4,982.4,982.0,733.645,32.8,11.3,34.5,12.9,32.8,10.9,27.0,27.0,25.0,4.5,148.0,9.3
285,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-17 21:00:00,2007-11-17,2007,11,17,21,,982.8,982.8,982.4,24.3,31.9,11.5,33.0,11.9,31.9,11.2,29.0,29.0,26.0,3.0,130.0,9.1
286,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-17 22:00:00,2007-11-17,2007,11,17,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-17 23:00:00,2007-11-17,2007,11,17,23,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-18 00:00:00,2007-11-18,2007,11,18,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-18 01:00:00,2007-11-18,2007,11,18,1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-18 02:00:00,2007-11-18,2007,11,18,2,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-18 03:00:00,2007-11-18,2007,11,18,3,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-18 04:00:00,2007-11-18,2007,11,18,4,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-18 05:00:00,2007-11-18,2007,11,18,5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-18 06:00:00,2007-11-18,2007,11,18,6,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-18 07:00:00,2007-11-18,2007,11,18,7,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-18 08:00:00,2007-11-18,2007,11,18,8,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-18 09:00:00,2007-11-18,2007,11,18,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-18 10:00:00,2007-11-18,2007,11,18,10,,986.6,986.6,985.9,800.069,25.7,17.6,26.0,17.8,24.7,17.4,61.0,65.0,60.0,3.5,141.0,0.0
299,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-18 11:00:00,2007-11-18,2007,11,18,11,,986.6,986.7,986.5,1912.138,27.0,17.6,27.5,18.2,25.7,17.0,56.0,62.0,54.0,3.5,121.0,9.0
300,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-18 12:00:00,2007-11-18,2007,11,18,12,,986.2,986.7,986.2,2671.218,28.2,17.1,28.6,17.9,26.9,16.7,51.0,57.0,50.0,4.1,158.0,8.6
301,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-18 13:00:00,2007-11-18,2007,11,18,13,,985.7,986.3,985.7,3422.018,30.6,16.4,31.0,17.8,28.2,16.3,42.0,51.0,42.0,2.9,144.0,9.2
302,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-18 14:00:00,2007-11-18,2007,11,18,14,,984.7,985.7,984.7,3646.4629999999997,31.1,15.8,31.9,17.2,29.5,15.2,40.0,45.0,37.0,3.6,139.0,8.2
303,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-18 15:00:00,2007-11-18,2007,11,18,15,,983.6,984.7,983.6,3444.0879999999997,31.6,15.2,32.8,16.9,30.9,14.6,37.0,41.0,34.0,3.4,156.0,8.1
304,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-18 16:00:00,2007-11-18,2007,11,18,16,,982.2,983.6,982.2,3031.276,32.5,15.7,33.6,16.3,30.9,14.5,36.0,40.0,33.0,3.7,137.0,8.5
305,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-18 17:00:00,2007-11-18,2007,11,18,17,,981.5,982.3,981.5,2785.8140000000003,33.9,15.1,34.0,16.0,31.9,13.8,32.0,37.0,31.0,2.6,139.0,8.2
306,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-18 18:00:00,2007-11-18,2007,11,18,18,,980.7,981.5,980.7,2128.105,33.3,13.0,34.1,15.5,32.2,12.7,29.0,35.0,29.0,2.9,133.0,8.4
307,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-18 19:00:00,2007-11-18,2007,11,18,19,,980.8,980.8,980.6,1677.1729999999998,33.2,13.3,33.8,14.0,33.1,12.4,30.0,31.0,28.0,2.0,149.0,8.1
308,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-18 20:00:00,2007-11-18,2007,11,18,20,,981.2,981.2,980.8,755.177,31.8,13.6,33.7,14.2,31.8,13.1,33.0,33.0,30.0,3.2,125.0,6.8
309,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-18 21:00:00,2007-11-18,2007,11,18,21,,982.0,982.0,981.2,27.552,30.6,13.7,31.8,14.1,30.6,13.4,36.0,36.0,33.0,2.2,121.0,5.9
310,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-18 22:00:00,2007-11-18,2007,11,18,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-18 23:00:00,2007-11-18,2007,11,18,23,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-19 00:00:00,2007-11-19,2007,11,19,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-19 01:00:00,2007-11-19,2007,11,19,1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-19 02:00:00,2007-11-19,2007,11,19,2,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-19 03:00:00,2007-11-19,2007,11,19,3,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-19 04:00:00,2007-11-19,2007,11,19,4,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-19 05:00:00,2007-11-19,2007,11,19,5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-19 06:00:00,2007-11-19,2007,11,19,6,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-19 07:00:00,2007-11-19,2007,11,19,7,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-19 08:00:00,2007-11-19,2007,11,19,8,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-19 09:00:00,2007-11-19,2007,11,19,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-19 10:00:00,2007-11-19,2007,11,19,10,,986.8,986.8,986.4,932.41,25.0,17.3,25.4,17.6,23.1,17.0,62.0,70.0,61.0,2.2,84.0,4.5
323,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-19 11:00:00,2007-11-19,2007,11,19,11,,987.1,987.2,986.8,1806.461,27.2,16.3,27.5,17.6,25.0,16.3,51.0,63.0,51.0,2.4,159.0,4.8
324,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-19 12:00:00,2007-11-19,2007,11,19,12,,986.7,987.2,986.6,2634.632,29.4,16.8,29.4,17.1,27.2,15.6,47.0,53.0,46.0,2.7,162.0,6.6
325,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-19 13:00:00,2007-11-19,2007,11,19,13,,986.0,986.7,986.0,3273.3540000000003,30.7,15.1,31.0,16.9,29.1,14.7,39.0,47.0,38.0,2.0,193.0,7.3
326,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-19 14:00:00,2007-11-19,2007,11,19,14,,985.1,986.0,985.1,3510.184,32.1,15.6,32.6,16.7,30.7,14.6,37.0,41.0,36.0,2.4,95.0,6.3
327,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-19 15:00:00,2007-11-19,2007,11,19,15,,983.9,985.1,983.9,3554.2070000000003,33.8,14.1,34.4,15.8,32.0,13.9,31.0,37.0,30.0,0.9,79.0,5.7
328,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-19 16:00:00,2007-11-19,2007,11,19,16,,982.7,984.0,982.7,3392.5170000000003,34.1,14.0,34.6,15.0,33.5,12.9,30.0,32.0,27.0,1.9,92.0,5.2
329,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-19 17:00:00,2007-11-19,2007,11,19,17,,981.5,982.7,981.5,3079.2709999999997,34.9,13.3,35.3,15.1,33.9,12.6,27.0,32.0,26.0,2.3,352.0,6.2
330,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-19 18:00:00,2007-11-19,2007,11,19,18,,980.7,981.5,980.6,2384.6929999999998,35.2,12.3,36.0,14.1,34.5,12.1,25.0,29.0,24.0,1.8,52.0,4.4
331,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-19 19:00:00,2007-11-19,2007,11,19,19,,980.4,980.7,980.4,1529.389,34.7,12.8,35.5,13.9,34.6,11.3,27.0,28.0,23.0,1.8,51.0,4.2
332,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-19 20:00:00,2007-11-19,2007,11,19,20,,980.6,980.6,980.4,621.884,32.6,13.4,34.9,14.6,32.6,12.2,31.0,31.0,25.0,1.6,55.0,3.8
333,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-19 21:00:00,2007-11-19,2007,11,19,21,,980.8,980.9,980.6,26.666,25.6,19.3,32.5,19.9,25.6,13.6,68.0,70.0,31.0,,122.0,2.6
334,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-19 22:00:00,2007-11-19,2007,11,19,22,,981.3,981.3,980.8,0.0,24.6,18.8,25.7,20.2,24.6,18.1,70.0,74.0,63.0,1.3,93.0,2.1
335,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-19 23:00:00,2007-11-19,2007,11,19,23,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,178,SÃO GONÇALO,237.0,-6.835777,-38.311583,A333,São Gonçalo,RJ,2007-11-20 00:00:00,2007-11-20,2007,11,20,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
